longitude,latitude,precipitation
-114.791666666585,48.958333333325,1684.039
-114.37499999991499,48.958333333325,740.0289
-113.958333333245,48.958333333325,1332.4789
-113.541666666575,48.958333333325,859.03186
-113.124999999905,48.958333333325,409.55
-112.708333333235,48.958333333325,288.616
-112.29166666656499,48.958333333325,312.919
-111.874999999895,48.958333333325,313.1869
-111.458333333225,48.958333333325,365.24988
-111.041666666555,48.958333333325,319.40198
-110.624999999885,48.958333333325,268.432
-110.208333333215,48.958333333325,282.1099
-109.791666666545,48.958333333325,247.952
-109.374999999875,48.958333333325,248.55899
-108.95833333320499,48.958333333325,287.4889
-108.541666666535,48.958333333325,276.5079
-108.124999999865,48.958333333325,265.5749
-107.708333333195,48.958333333325,246.9719
-107.291666666525,48.958333333325,254.35689
-106.87499999985499,48.958333333325,254.89299
-106.458333333185,48.958333333325,258.9859
-106.041666666515,48.958333333325,251.9319
-105.624999999845,48.958333333325,230.5719
-105.208333333175,48.958333333325,312.904
-104.791666666505,48.958333333325,372.34088
-104.374999999835,48.958333333325,277.3269
-103.958333333165,48.958333333325,225.60399
-103.54166666649499,48.958333333325,211.3949
-103.124999999825,48.958333333325,232.49689
-102.708333333155,48.958333333325,223.93889
-102.291666666485,48.958333333325,235.91289
-101.874999999815,48.958333333325,310.22998
-101.45833333314499,48.958333333325,335.3249
-101.041666666475,48.958333333325,392.347
-100.624999999805,48.958333333325,364.173
-100.208333333135,48.958333333325,383.453
-99.791666666465,48.958333333325,350.0209
-99.374999999795,48.958333333325,290.3589
-98.958333333125,48.958333333325,374.27588
-98.541666666455,48.958333333325,389.6239
-98.12499999978499,48.958333333325,406.59888
-97.708333333115,48.958333333325,381.98688
-97.291666666445,48.958333333325,458.439
-96.874999999775,48.958333333325,569.28296
-96.458333333105,48.958333333325,519.161
-96.04166666643499,48.958333333325,572.0179
-95.624999999765,48.958333333325,539.3529
-95.208333333095,48.958333333325,495.3289
-94.791666666425,48.958333333325,428.546
-122.49999999998,48.916666666658,1295.323
-122.08333333331,48.916666666658,1991.8147
-121.66666666664,48.916666666658,2523.7427
-121.24999999997,48.916666666658,2453.2678
-120.8333333333,48.916666666658,1362.8038
-120.41666666663,48.916666666658,1833.5868
-119.99999999996,48.916666666658,716.43896
-119.58333333329,48.916666666658,343.86398
-119.16666666662,48.916666666658,463.861
-118.74999999995,48.916666666658,429.7079
-118.33333333328,48.916666666658,675.6689
-117.91666666661,48.916666666658,763.053
-117.49999999994,48.916666666658,1000.37585
-117.08333333327,48.916666666658,1321.224
-116.6666666666,48.916666666658,1006.3119
-116.24999999993,48.916666666658,932.548
-115.83333333326,48.916666666658,712.841
-115.41666666659,48.916666666658,876.462
-114.99999999991999,48.916666666658,478.4499
-114.58333333325,48.916666666658,1260.9949
-114.16666666658,48.916666666658,2270.31
-113.74999999991,48.916666666658,1286.473
-113.33333333324,48.916666666658,498.344
-112.91666666657,48.916666666658,329.5039
-112.4999999999,48.916666666658,312.457
-112.08333333323,48.916666666658,325.96298
-111.66666666656,48.916666666658,332.552
-111.24999999989,48.916666666658,388.17398
-110.83333333322,48.916666666658,276.456
-110.41666666655,48.916666666658,256.49588
-109.99999999988,48.916666666658,257.3989
-109.58333333320999,48.916666666658,242.68
-109.16666666654,48.916666666658,265.02
-108.74999999987,48.916666666658,281.30798
-108.3333333332,48.916666666658,266.66388
-107.91666666653,48.916666666658,263.1979
-107.49999999986,48.916666666658,269.0469
-107.08333333319,48.916666666658,259.0279
-106.66666666652,48.916666666658,275.574
-106.24999999984999,48.916666666658,252.70589
-105.83333333318,48.916666666658,225.463
-105.41666666651,48.916666666658,248.857
-104.99999999984,48.916666666658,300.416
-104.58333333317,48.916666666658,316.24588
-104.16666666649999,48.916666666658,247.013
-103.74999999983,48.916666666658,222.1539
-103.33333333316,48.916666666658,234.1659
-102.91666666649,48.916666666658,233.6899
-102.49999999982,48.916666666658,241.819
-102.08333333315,48.916666666658,254.78989
-101.66666666648,48.916666666658,323.6399
-101.24999999981,48.916666666658,352.835
-100.83333333313999,48.916666666658,351.143
-100.41666666647,48.916666666658,398.455
-99.9999999998,48.916666666658,376.8559
-99.58333333313,48.916666666658,324.707
-99.16666666646,48.916666666658,344.341
-98.74999999978999,48.916666666658,373.2049
-98.33333333312,48.916666666658,374.1759
-97.91666666645,48.916666666658,402.7579
-97.49999999978,48.916666666658,427.22098
-97.08333333311,48.916666666658,525.838
-96.66666666644,48.916666666658,615.373
-96.24999999977,48.916666666658,552.43896
-95.8333333331,48.916666666658,545.725
-95.41666666642999,48.916666666658,501.731
-94.99999999975999,48.916666666658,444.9159
-122.708333333315,48.874999999991005,1223.5499
-122.291666666645,48.874999999991005,1483.9879
-121.874999999975,48.874999999991005,2743.968
-121.45833333330499,48.874999999991005,2969.8618
-121.041666666635,48.874999999991005,1492.687
-120.624999999965,48.874999999991005,1410.794
-120.208333333295,48.874999999991005,1545.7158
-119.791666666625,48.874999999991005,462.248
-119.374999999955,48.874999999991005,448.119
-118.958333333285,48.874999999991005,420.533
-118.541666666615,48.874999999991005,553.761
-118.124999999945,48.874999999991005,676.00287
-117.708333333275,48.874999999991005,724.9759
-117.291666666605,48.874999999991005,826.5599
-116.874999999935,48.874999999991005,1556.1389
-116.458333333265,48.874999999991005,805.859
-116.041666666595,48.874999999991005,1117.3759
-115.624999999925,48.874999999991005,696.28186
-115.208333333255,48.874999999991005,330.97888
-114.791666666585,48.874999999991005,1169.98
-114.37499999991499,48.874999999991005,640.2499
-113.958333333245,48.874999999991005,1607.4049
-113.541666666575,48.874999999991005,1359.365
-113.124999999905,48.874999999991005,452.91998
-112.708333333235,48.874999999991005,295.15298
-112.29166666656499,48.874999999991005,333.26398
-111.874999999895,48.874999999991005,298.47098
-111.458333333225,48.874999999991005,374.7439
-111.041666666555,48.874999999991005,465.3869
-110.624999999885,48.874999999991005,271.6539
-110.208333333215,48.874999999991005,299.0369
-109.791666666545,48.874999999991005,240.6299
-109.374999999875,48.874999999991005,243.51599
-108.95833333320499,48.874999999991005,282.6149
-108.541666666535,48.874999999991005,268.779
-108.124999999865,48.874999999991005,272.879
-107.708333333195,48.874999999991005,249.64189
-107.291666666525,48.874999999991005,252.299
-106.87499999985499,48.874999999991005,248.6839
-106.458333333185,48.874999999991005,249.721
-106.041666666515,48.874999999991005,244.00389
-105.624999999845,48.874999999991005,238.687
-105.208333333175,48.874999999991005,314.51288
-104.791666666505,48.874999999991005,364.953
-104.374999999835,48.874999999991005,245.01799
-103.958333333165,48.874999999991005,223.18399
-103.54166666649499,48.874999999991005,212.08
-103.124999999825,48.874999999991005,219.89989
-102.708333333155,48.874999999991005,260.479
-102.291666666485,48.874999999991005,231.20389
-101.874999999815,48.874999999991005,288.876
-101.45833333314499,48.874999999991005,343.4579
-101.041666666475,48.874999999991005,393.3299
-100.624999999805,48.874999999991005,339.313
-100.208333333135,48.874999999991005,379.729
-99.791666666465,48.874999999991005,336.76288
-99.374999999795,48.874999999991005,332.8939
-98.958333333125,48.874999999991005,356.2149
-98.541666666455,48.874999999991005,431.2469
-98.12499999978499,48.874999999991005,407.5549
-97.708333333115,48.874999999991005,374.753
-97.291666666445,48.874999999991005,476.313
-96.874999999775,48.874999999991005,571.45
-96.458333333105,48.874999999991005,579.55786
-96.04166666643499,48.874999999991005,633.69196
-95.624999999765,48.874999999991005,503.568
-95.208333333095,48.874999999991005,445.7429
-94.791666666425,48.874999999991005,442.078
-122.49999999998,48.833333333324,1153.0609
-122.08333333331,48.833333333324,3099.63
-121.66666666664,48.833333333324,3143.301
-121.24999999997,48.833333333324,2798.0327
-120.8333333333,48.833333333324,1486.3059
-120.41666666663,48.833333333324,961.531
-119.99999999996,48.833333333324,451.858
-119.58333333329,48.833333333324,324.53198
-119.16666666662,48.833333333324,469.45187
-118.74999999995,48.833333333324,463.01797
-118.33333333328,48.833333333324,648.531
-117.91666666661,48.833333333324,564.39496
-117.49999999994,48.833333333324,1158.563
-117.08333333327,48.833333333324,1233.6599
-116.6666666666,48.833333333324,1994.5559
-116.24999999993,48.833333333324,834.341
-115.83333333326,48.833333333324,704.167
-115.41666666659,48.833333333324,973.768
-114.99999999991999,48.833333333324,370.844
-114.58333333325,48.833333333324,1510.377
-114.16666666658,48.833333333324,1007.415
-113.74999999991,48.833333333324,1573.7208
-113.33333333324,48.833333333324,789.313
-112.91666666657,48.833333333324,347.837
-112.4999999999,48.833333333324,309.2779
-112.08333333323,48.833333333324,341.319
-111.66666666656,48.833333333324,335.061
-111.24999999989,48.833333333324,439.287
-110.83333333322,48.833333333324,277.4219
-110.41666666655,48.833333333324,259.1229
-109.99999999988,48.833333333324,247.64989
-109.58333333320999,48.833333333324,233.8649
-109.16666666654,48.833333333324,273.39398
-108.74999999987,48.833333333324,281.349
-108.3333333332,48.833333333324,265.593
-107.91666666653,48.833333333324,275.999
-107.49999999986,48.833333333324,275.526
-107.08333333319,48.833333333324,256.3759
-106.66666666652,48.833333333324,266.1819
-106.24999999984999,48.833333333324,239.067
-105.83333333318,48.833333333324,244.24289
-105.41666666651,48.833333333324,243.0179
-104.99999999984,48.833333333324,293.16388
-104.58333333317,48.833333333324,324.1539
-104.16666666649999,48.833333333324,241.96399
-103.74999999983,48.833333333324,255.6539
-103.33333333316,48.833333333324,236.54599
-102.91666666649,48.833333333324,233.0569
-102.49999999982,48.833333333324,266.95688
-102.08333333315,48.833333333324,239.3479
-101.66666666648,48.833333333324,326.831
-101.24999999981,48.833333333324,351.8089
-100.83333333313999,48.833333333324,334.003
-100.41666666647,48.833333333324,401.64188
-99.9999999998,48.833333333324,339.2279
-99.58333333313,48.833333333324,282.8519
-99.16666666646,48.833333333324,369.76288
-98.74999999978999,48.833333333324,376.26398
-98.33333333312,48.833333333324,387.7699
-97.91666666645,48.833333333324,394.266
-97.49999999978,48.833333333324,441.29898
-97.08333333311,48.833333333324,554.996
-96.66666666644,48.833333333324,626.77997
-96.24999999977,48.833333333324,590.1679
-95.8333333331,48.833333333324,553.143
-95.41666666642999,48.833333333324,508.426
-94.99999999975999,48.833333333324,427.766
-122.708333333315,48.791666666657,1131.329
-122.291666666645,48.791666666657,2602.647
-121.874999999975,48.791666666657,4095.5947
-121.45833333330499,48.791666666657,2730.6638
-121.041666666635,48.791666666657,1550.7008
-120.624999999965,48.791666666657,1514.22
-120.208333333295,48.791666666657,937.20795
-119.791666666625,48.791666666657,536.422
-119.374999999955,48.791666666657,311.87988
-118.958333333285,48.791666666657,451.59488
-118.541666666615,48.791666666657,545.373
-118.124999999945,48.791666666657,542.654
-117.708333333275,48.791666666657,732.2709
-117.291666666605,48.791666666657,869.72186
-116.874999999935,48.791666666657,820.823
-116.458333333265,48.791666666657,859.0549
-116.041666666595,48.791666666657,1317.445
-115.624999999925,48.791666666657,857.93097
-115.208333333255,48.791666666657,813.063
-114.791666666585,48.791666666657,1419.745
-114.37499999991499,48.791666666657,806.255
-113.958333333245,48.791666666657,2128.69
-113.541666666575,48.791666666657,1299.406
-113.124999999905,48.791666666657,480.6669
-112.708333333235,48.791666666657,310.026
-112.29166666656499,48.791666666657,333.95288
-111.874999999895,48.791666666657,301.75888
-111.458333333225,48.791666666657,310.093
-111.041666666555,48.791666666657,376.074
-110.624999999885,48.791666666657,262.0509
-110.208333333215,48.791666666657,279.6349
-109.791666666545,48.791666666657,245.872
-109.374999999875,48.791666666657,247.72089
-108.95833333320499,48.791666666657,288.74298
-108.541666666535,48.791666666657,265.987
-108.124999999865,48.791666666657,287.206
-107.708333333195,48.791666666657,269.495
-107.291666666525,48.791666666657,272.022
-106.87499999985499,48.791666666657,254.93999
-106.458333333185,48.791666666657,246.4829
-106.041666666515,48.791666666657,237.3889
-105.624999999845,48.791666666657,245.7569
-105.208333333175,48.791666666657,313.831
-104.791666666505,48.791666666657,333.581
-104.374999999835,48.791666666657,248.043
-103.958333333165,48.791666666657,245.7359
-103.54166666649499,48.791666666657,236.3329
-103.124999999825,48.791666666657,248.74199
-102.708333333155,48.791666666657,263.119
-102.291666666485,48.791666666657,205.948
-101.874999999815,48.791666666657,285.491
-101.45833333314499,48.791666666657,338.919
-101.041666666475,48.791666666657,367.02988
-100.624999999805,48.791666666657,313.257
-100.208333333135,48.791666666657,326.7879
-99.791666666465,48.791666666657,311.84088
-99.374999999795,48.791666666657,381.2049
-98.958333333125,48.791666666657,344.38498
-98.541666666455,48.791666666657,428.33698
-98.12499999978499,48.791666666657,390.056
-97.708333333115,48.791666666657,403.214
-97.291666666445,48.791666666657,539.9949
-96.874999999775,48.791666666657,638.34186
-96.458333333105,48.791666666657,615.12897
-96.04166666643499,48.791666666657,618.40497
-95.624999999765,48.791666666657,509.9639
-95.208333333095,48.791666666657,453.20898
-94.791666666425,48.791666666657,464.707
-122.91666666665,48.74999999999,989.998
-122.49999999998,48.74999999999,1127.47
-122.08333333331,48.74999999999,2595.7507
-121.66666666664,48.74999999999,3001.203
-121.24999999997,48.74999999999,3340.22
-120.8333333333,48.74999999999,1688.3127
-120.41666666663,48.74999999999,962.1889
-119.99999999996,48.74999999999,639.516
-119.58333333329,48.74999999999,314.55
-119.16666666662,48.74999999999,668.21796
-118.74999999995,48.74999999999,469.961
-118.33333333328,48.74999999999,639.4549
-117.91666666661,48.74999999999,650.022
-117.49999999994,48.74999999999,781.65796
-117.08333333327,48.74999999999,1037.8169
-116.6666666666,48.74999999999,1748.6
-116.24999999993,48.74999999999,693.27795
-115.83333333326,48.74999999999,970.1869
-115.41666666659,48.74999999999,568.041
-114.99999999991999,48.74999999999,445.68988
-114.58333333325,48.74999999999,1768.054
-114.16666666658,48.74999999999,865.01587
-113.74999999991,48.74999999999,1993.6508
-113.33333333324,48.74999999999,918.531
-112.91666666657,48.74999999999,337.18588
-112.4999999999,48.74999999999,297.336
-112.08333333323,48.74999999999,307.96698
-111.66666666656,48.74999999999,313.3719
-111.24999999989,48.74999999999,343.43298
-110.83333333322,48.74999999999,264.11688
-110.41666666655,48.74999999999,243.388
-109.99999999988,48.74999999999,239.11
-109.58333333320999,48.74999999999,232.151
-109.16666666654,48.74999999999,287.72598
-108.74999999987,48.74999999999,285.6579
-108.3333333332,48.74999999999,269.9419
-107.91666666653,48.74999999999,294.35
-107.49999999986,48.74999999999,280.91098
-107.08333333319,48.74999999999,268.5139
-106.66666666652,48.74999999999,260.25198
-106.24999999984999,48.74999999999,233.22989
-105.83333333318,48.74999999999,266.1669
-105.41666666651,48.74999999999,260.658
-104.99999999984,48.74999999999,305.3199
-104.58333333317,48.74999999999,270.4419
-104.16666666649999,48.74999999999,241.539
-103.74999999983,48.74999999999,255.25099
-103.33333333316,48.74999999999,237.711
-102.91666666649,48.74999999999,297.073
-102.49999999982,48.74999999999,254.26799
-102.08333333315,48.74999999999,229.0519
-101.66666666648,48.74999999999,346.422
-101.24999999981,48.74999999999,354.0829
-100.83333333313999,48.74999999999,364.51288
-100.41666666647,48.74999999999,355.80298
-99.9999999998,48.74999999999,298.2179
-99.58333333313,48.74999999999,296.97
-99.16666666646,48.74999999999,354.19888
-98.74999999978999,48.74999999999,424.003
-98.33333333312,48.74999999999,376.97098
-97.91666666645,48.74999999999,393.53998
-97.49999999978,48.74999999999,442.091
-97.08333333311,48.74999999999,599.101
-96.66666666644,48.74999999999,701.12286
-96.24999999977,48.74999999999,614.506
-95.8333333331,48.74999999999,543.659
-95.41666666642999,48.74999999999,490.81598
-94.99999999975999,48.74999999999,468.8599
-94.58333333309,48.74999999999,539.17096
-122.708333333315,48.708333333323004,1086.245
-122.291666666645,48.708333333323004,1912.792
-121.874999999975,48.708333333323004,4565.2593
-121.45833333330499,48.708333333323004,3921.8447
-121.041666666635,48.708333333323004,2223.918
-120.624999999965,48.708333333323004,1331.605
-120.208333333295,48.708333333323004,773.84296
-119.791666666625,48.708333333323004,512.2969
-119.374999999955,48.708333333323004,322.87198
-118.958333333285,48.708333333323004,460.6539
-118.541666666615,48.708333333323004,607.8369
-118.124999999945,48.708333333323004,525.62
-117.708333333275,48.708333333323004,738.87585
-117.291666666605,48.708333333323004,1426.887
-116.874999999935,48.708333333323004,803.4919
-116.458333333265,48.708333333323004,685.707
-116.041666666595,48.708333333323004,764.7359
-115.624999999925,48.708333333323004,932.98895
-115.208333333255,48.708333333323004,1054.8928
-114.791666666585,48.708333333323004,636.359
-114.37499999991499,48.708333333323004,1422.266
-113.958333333245,48.708333333323004,1701.526
-113.541666666575,48.708333333323004,1412.1859
-113.124999999905,48.708333333323004,518.0749
-112.708333333235,48.708333333323004,317.03198
-112.29166666656499,48.708333333323004,317.15198
-111.874999999895,48.708333333323004,306.07898
-111.458333333225,48.708333333323004,267.0059
-111.041666666555,48.708333333323004,289.32498
-110.624999999885,48.708333333323004,243.7329
-110.208333333215,48.708333333323004,252.49689
-109.791666666545,48.708333333323004,245.5779
-109.374999999875,48.708333333323004,254.887
-108.95833333320499,48.708333333323004,296.6549
-108.541666666535,48.708333333323004,286.48288
-108.124999999865,48.708333333323004,277.931
-107.708333333195,48.708333333323004,274.0529
-107.291666666525,48.708333333323004,292.18588
-106.87499999985499,48.708333333323004,272.80298
-106.458333333185,48.708333333323004,263.839
-106.041666666515,48.708333333323004,249.36989
-105.624999999845,48.708333333323004,251.318
-105.208333333175,48.708333333323004,297.531
-104.791666666505,48.708333333323004,302.0919
-104.374999999835,48.708333333323004,267.3939
-103.958333333165,48.708333333323004,242.54
-103.54166666649499,48.708333333323004,259.047
-103.124999999825,48.708333333323004,300.692
-102.708333333155,48.708333333323004,243.4229
-102.291666666485,48.708333333323004,210.448
-101.874999999815,48.708333333323004,277.9769
-101.45833333314499,48.708333333323004,363.412
-101.041666666475,48.708333333323004,356.44498
-100.624999999805,48.708333333323004,343.8119
-100.208333333135,48.708333333323004,301.4639
-99.791666666465,48.708333333323004,310.93988
-99.374999999795,48.708333333323004,399.65698
-98.958333333125,48.708333333323004,354.89398
-98.541666666455,48.708333333323004,409.23788
-98.12499999978499,48.708333333323004,358.1929
-97.708333333115,48.708333333323004,384.43298
-97.291666666445,48.708333333323004,540.084
-96.874999999775,48.708333333323004,709.964
-96.458333333105,48.708333333323004,656.91595
-96.04166666643499,48.708333333323004,573.19196
-95.624999999765,48.708333333323004,533.575
-95.208333333095,48.708333333323004,490.39398
-94.791666666425,48.708333333323004,491.93988
-94.374999999755,48.708333333323004,498.9669
-122.91666666665,48.666666666656,975.95496
-122.49999999998,48.666666666656,1192.584
-122.08333333331,48.666666666656,2941.3987
-121.66666666664,48.666666666656,3068.899
-121.24999999997,48.666666666656,2290.676
-120.8333333333,48.666666666656,1532.7668
-120.41666666663,48.666666666656,1174.8639
-119.99999999996,48.666666666656,848.7729
-119.58333333329,48.666666666656,319.965
-119.16666666662,48.666666666656,379.0459
-118.74999999995,48.666666666656,487.96588
-118.33333333328,48.666666666656,676.537
-117.91666666661,48.666666666656,603.088
-117.49999999994,48.666666666656,782.32086
-117.08333333327,48.666666666656,761.13586
-116.6666666666,48.666666666656,1803.7168
-116.24999999993,48.666666666656,582.0459
-115.83333333326,48.666666666656,824.753
-115.41666666659,48.666666666656,813.6139
-114.99999999991999,48.666666666656,616.787
-114.58333333325,48.666666666656,1113.0638
-114.16666666658,48.666666666656,690.898
-113.74999999991,48.666666666656,2668.821
-113.33333333324,48.666666666656,977.266
-112.91666666657,48.666666666656,338.4709
-112.4999999999,48.666666666656,301.1619
-112.08333333323,48.666666666656,298.3599
-111.66666666656,48.666666666656,306.9719
-111.24999999989,48.666666666656,303.3559
-110.83333333322,48.666666666656,273.0149
-110.41666666655,48.666666666656,252.8889
-109.99999999988,48.666666666656,235.36789
-109.58333333320999,48.666666666656,246.20999
-109.16666666654,48.666666666656,305.5549
-108.74999999987,48.666666666656,295.195
-108.3333333332,48.666666666656,280.96188
-107.91666666653,48.666666666656,290.412
-107.49999999986,48.666666666656,284.9419
-107.08333333319,48.666666666656,287.89798
-106.66666666652,48.666666666656,282.841
-106.24999999984999,48.666666666656,271.5299
-105.83333333318,48.666666666656,306.568
-105.41666666651,48.666666666656,279.72
-104.99999999984,48.666666666656,274.75598
-104.58333333317,48.666666666656,266.866
-104.16666666649999,48.666666666656,234.9599
-103.74999999983,48.666666666656,236.612
-103.33333333316,48.666666666656,263.365
-102.91666666649,48.666666666656,276.741
-102.49999999982,48.666666666656,211.709
-102.08333333315,48.666666666656,245.486
-101.66666666648,48.666666666656,318.253
-101.24999999981,48.666666666656,358.108
-100.83333333313999,48.666666666656,333.367
-100.41666666647,48.666666666656,327.465
-99.9999999998,48.666666666656,282.51898
-99.58333333313,48.666666666656,346.636
-99.16666666646,48.666666666656,370.53598
-98.74999999978999,48.666666666656,435.2359
-98.33333333312,48.666666666656,375.2359
-97.91666666645,48.666666666656,363.3389
-97.49999999978,48.666666666656,452.91888
-97.08333333311,48.666666666656,585.938
-96.66666666644,48.666666666656,721.62897
-96.24999999977,48.666666666656,674.5299
-95.8333333331,48.666666666656,538.52386
-95.41666666642999,48.666666666656,525.165
-94.99999999975999,48.666666666656,480.7949
-94.58333333309,48.666666666656,520.51086
-94.16666666642,48.666666666656,477.69788
-93.33333333307999,48.666666666656,515.875
-123.124999999985,48.624999999989,944.979
-122.708333333315,48.624999999989,947.08997
-122.291666666645,48.624999999989,2265.487
-121.874999999975,48.624999999989,4038.7368
